s,v,o,label
Video,ghi hình,một người tập nhảy shuffle dance cơ bản,0
Cận cảnh,hiển thị,máy ép dầu mè,0
Người mẫu,đeo,găng tay lặn,0
Video,ghi hình,một người học làm đồ da ví đựng thẻ,0
Cận cảnh,hiển thị,bình giữ nhiệt có vỏ silicon,0
Người dùng,thiết lập,chế độ ngủ trên điện thoại,0
Cô gái,làm,súp hành tây kiểu Pháp,0
Cận cảnh,hiển thị,máy rửa rau củ bằng ozone,0
Người đàn ông,thử,đôi giày da đế bệt,0
Video,ghi hình,một người học làm đồ trang sức bằng gỗ,0
Cận cảnh,hiển thị,đèn bàn có thay đổi nhiệt độ màu,0
Người mẫu,tạo dáng,với áo khoác peacoat,0
Video,ghi hình,một người học bảo dưỡng xe máy cơ bản,0
Cận cảnh,hiển thị,máy tính bảng dùng để đọc sách điện tử,0
Người dùng,kiểm tra,số lần mở khóa bằng khuôn mặt hàng ngày,0
Video,ghi hình,một người chơi bi-a 9 bóng,0
Cô gái,làm,kem trà sữa trân châu,0
Cận cảnh,hiển thị,máy làm bánh cupcake mini,0
Người đàn ông,gắn,cảm biến đo độ ẩm không khí,0
Video,ghi hình,một người tập với dây mini loop band,0
Cận cảnh,hiển thị,máy xay tiêu tự động,0
Người mẫu,đeo,găng tay chống nắng có ngón,0
Video,ghi hình,một người trang điểm cho người mẫu da màu,0
Cận cảnh,hiển thị,máy in ảnh di động có pin sạc,0
Người dùng,đặt,vé xem sự kiện thể thao qua ứng dụng,0
Video,ghi hình,một người lướt sóng bằng skimboard,0
Cô gái,làm,bánh mì nướng mật ong và hạt,0
Cận cảnh,hiển thị,máy hút bụi cầm tay có đầu hút khe,0
Người đàn ông,thử,mũ bảo hiểm nửa đầu,0
Video,ghi hình,một người học làm đồ thủ công từ giấy rơm,0
Cận cảnh,hiển thị,máy tạo kiểu tóc dập xù mini,0
Người mẫu,tạo dáng,với áo sơ mi kẻ sọc dọc,0
Video,ghi hình,một người học chơi kèn cor,0
Cận cảnh,hiển thị,máy đếm tiền có chức năng kiểm tra kích thước,0
Người dùng,kiểm tra,quãng đường chạy bộ trong tuần trên ứng dụng,0
Video,ghi hình,một người chơi bóng rổ tập ném rổ,0
Cận cảnh,hiển thị,máy làm kem tươi cuộn thủ công,0
Người đàn ông,gắn,camera hành trình chống nước,0
Cận cảnh,hiển thị,máy làm tóc duỗi nhiệt độ cao có chế độ bảo vệ tóc,0
Người mẫu,tạo dáng,với khăn choàng cổ lông thỏ,0
Video,ghi hình,một người pha cà phê espresso bằng máy tự động,0
Cận cảnh,hiển thị,máy ảnh chụp góc rộng lấy nét nhanh,0
Người dùng,kiểm tra,lịch sử đăng nhập trên ứng dụng,0
Video,ghi hình,một người chơi ring toss ngoài sân cỏ,0
Cô gái,thử,áo len cổ tim dệt kim,0
Cận cảnh,hiển thị,một người dùng máy đo nồng độ CO2 trong phòng,0
Người đàn ông,gắn,thiết bị chống cháy nổ cho kho chứa hàng,0
Video,ghi hình,một người tập thể dục với máy tập cơ chân,0
Cận cảnh,hiển thị,máy làm tóc duỗi bằng hơi nước có ion âm,0
Video,ghi hình,một người làm đồ trang trí từ tre,0
Cận cảnh,hiển thị,máy tính bảng dùng để học ngôn ngữ ký hiệu,0
Người dùng,kiểm tra,thông tin thời tiết 3 ngày sắp tới,0
Video,ghi hình,một người chơi golf trên sân có bẫy cát,0
Cô gái,làm,nước ép củ dền,0
Cận cảnh,hiển thị,máy làm bánh mì nướng có khay trượt,0
Người đàn ông,gắn,thiết bị báo động nhiệt độ cao,0
Video,ghi hình,một người tập thể dục với tạ chuông toàn thân,0
Cận cảnh,hiển thị,đèn bàn thay đổi màu sắc theo cảm xúc,0
Video,ghi hình,một người làm đồ thủ công từ đất sét nung,0
Cận cảnh,hiển thị,máy chiếu phim màn hình cong 3D lớn,0
Người dùng,kiểm tra,số lần sử dụng ứng dụng giải trí hàng ngày,0
Video,ghi hình,một người chơi bóng bầu dục trên sân cỏ tự nhiên,0
Cô gái,làm,sữa hạt điều,0
Cận cảnh,hiển thị,máy làm bánh kem có chức năng giữ ấm,0
Người đàn ông,gắn,khóa vân tay cho cửa phòng tắm,0
Video,ghi hình,một người tập với máy chạy bộ gấp gọn,0
Cận cảnh,hiển thị,máy làm tóc uốn lượn tự động xoay,0
Người mẫu,tạo dáng,với áo blazer kẻ caro,0
Video,ghi hình,một người pha chế mocktail,0
Cận cảnh,hiển thị,máy ảnh chụp thiên văn điều khiển từ xa,0
Người dùng,kiểm tra,trạng thái hoạt động của máy giặt trên ứng dụng,0
Video,ghi hình,một người chơi board game Ludo,0
Cô gái,thử,áo blouse cổ thuyền,0
Người phụ nữ,lau,sàn bằng cây lau nhà hơi nước,0
Cận cảnh,hiển thị,máy ảnh cảm biến APS-H,0
Người đàn ông,cắm,cáp Ethernet vào bộ định tuyến,0
Cô gái,uống,nước trái cây đóng hộp hữu cơ,0
Video,ghi hình,cận cảnh đèn hậu LED ô tô,0
Người mẫu,đeo,kính bảo hộ chống tia UV,0
Cận cảnh,hiển thị,máy pha cà phê dùng viên nén,0
Em bé,học,lật người trên giường,0
Người dùng,đặt,vé xem phim IMAX qua ứng dụng,0
Video,ghi hình,một người trượt ván đường dốc,0
Cận cảnh,hiển thị,một giọt sơn móng tay rơi trên giấy,0
Người đàn ông,câu,cá bằng cần máy,0
Cô gái,thử,mũ rộng vành đi biển,0
Video,ghi hình,cận cảnh phanh đĩa xe máy,0
Người mẫu,xịt,chống nắng toàn thân,0
Cận cảnh,hiển thị,máy sưởi ấm bằng dầu,0
Người dùng,bật,chế độ nhận dạng giọng nói cho ứng dụng,0
Video,ghi hình,một người tập yoga bay,0
Cô gái,làm,kem dâu tây tự nhiên,0
Cận cảnh,hiển thị,máy lọc nước có đèn UV di động,0
Người đàn ông,kiểm tra,đồng hồ đo độ ẩm gỗ,0
Video,ghi hình,một người học đan lưới,0
Cận cảnh,hiển thị,điện thoại màu tím,0
Người mẫu,tạo dáng,với áo khoác phao không tay,0
Video,ghi hình,một người chơi cờ vây,0
Cận cảnh,hiển thị,tai nghe nhét tai in-ear monitor,0
Người dùng,kiểm tra,số lần leo cầu thang trên ứng dụng sức khỏe,0
Cô gái,làm,bánh mì nướng nhân phô mai,0
Cận cảnh,hiển thị,máy chiếu phim màn hình cong văn phòng,0
Người đàn ông,gắn,thiết bị theo dõi hành lý thông minh,0
Video,ghi hình,một người tập nhảy tap dance,0
Cận cảnh,hiển thị,máy ảnh film dùng một lần,0
Người mẫu,đeo,vòng cổ chuỗi xích,0
Video,ghi hình,một người học làm đồ lưu niệm từ lá khô,0
Cận cảnh,hiển thị,bình đựng nước có chức năng tự làm sạch,0
Người dùng,thiết lập,tài khoản thanh toán bằng nhận dạng tĩnh mạch,0
Cô gái,làm,súp kem súp lơ,0
Cận cảnh,hiển thị,máy rửa chén có chức năng khử trùng,0
Người đàn ông,thử,đôi giày da đế chống trượt,0
Video,ghi hình,một người học làm đồ trang sức bằng thủy tinh,0
Cận cảnh,hiển thị,đèn bàn có chức năng sạc nhanh không dây,0
Video,ghi hình,một người học lập trình game cơ bản,0
Cận cảnh,hiển thị,máy tính bỏ túi có chức năng thống kê,0
Người dùng,kiểm tra,thời gian ngủ REM trên ứng dụng theo dõi giấc ngủ,0
Video,ghi hình,một người chơi bi-a pool 15 bóng,0
Cô gái,làm,kem chuối tự nhiên,0
Cận cảnh,hiển thị,máy làm bánh waffle có chức năng tự động đổ bột,0
Người đàn ông,gắn,hệ thống giám sát áp suất lốp TPMS cho xe máy,0
Video,ghi hình,một người tập thể dục với dây kháng lực vòng power loop band,0
Cận cảnh,hiển thị,máy xay cà phê điện có thể điều chỉnh độ mịn,0
Người mẫu,đeo,găng tay chống nắng có họa tiết,0
Cận cảnh,hiển thị,máy in ảnh di động có khả năng in sticker,0
Người dùng,đặt,phòng resort qua ứng dụng du lịch,0
Video,ghi hình,một người lướt ván trên sông,0
Cận cảnh,hiển thị,máy hút bụi cầm tay có đầu hút bàn chải,0
Người đàn ông,thử,đôi ủng lội nước,0
Video,ghi hình,một người học làm đồ da ví đựng tiền xu,0
Cận cảnh,hiển thị,máy tạo kiểu tóc uốn xoăn sóng,0
Người mẫu,tạo dáng,với áo sơ mi lụa tơ tằm cổ nơ,0
Video,ghi hình,một người học chơi kèn bassoon,0
Cận cảnh,hiển thị,máy đếm tiền có chức năng phân loại tiền,0
Người dùng,kiểm tra,tốc độ trung bình khi chạy trên ứng dụng,0
Video,ghi hình,một người chơi bóng chuyền bãi biển tập chuyền,0
Cô gái,làm,bánh mì ngũ cốc nguyên hạt,0
Cận cảnh,hiển thị,máy làm kem cứng có chức năng làm kem đá bào,0
Người đàn ông,gắn,thiết bị theo dõi nhiệt độ lốp xe,0
Video,ghi hình,một người tập thể dục với dây cáp kéo cable row,0
Cận cảnh,hiển thị,máy làm tóc xoăn tự động có chức năng hơi nước,0
Người mẫu,tạo dáng,với khăn choàng cổ lông cừu,0
Video,ghi hình,một người pha cà phê pour-over bằng bộ dụng cụ cao cấp,0
Cận cảnh,hiển thị,máy ảnh chụp góc cực rộng,0
Người dùng,kiểm tra,lịch sử truy cập ứng dụng trên điện thoại,0
Video,ghi hình,một người chơi ultimate frisbee giải trí,0
Cô gái,thử,áo len cổ tròn cashmere,0
Cận cảnh,hiển thị,một người dùng máy đo độ mặn nước,0
Người đàn ông,gắn,thiết bị chống rò rỉ khí độc,0
Video,ghi hình,một người tập thể dục với máy tập cơ lưng,0
Người mẫu,tạo dáng,với áo khoác lông chồn,0
Video,ghi hình,một người làm đồ trang trí từ vỏ ốc,0
Cận cảnh,hiển thị,máy tính bảng dùng để chỉnh sửa ảnh chuyên nghiệp,0
Người dùng,kiểm tra,thông tin thời tiết theo giờ trên ứng dụng,0
Video,ghi hình,một người chơi golf trên sân có bẫy nước,0
Cô gái,làm,nước ép cà chua và ớt chuông,0
Cận cảnh,hiển thị,máy làm bánh mì có chức năng trộn bột tự động,0
Người đàn ông,gắn,thiết bị báo động nhiệt độ thấp,0
Video,ghi hình,một người tập thể dục với tạ chuông kettlebell complex,0
Video,ghi hình,một người làm đồ thủ công từ đất sét tạo hình,0
Cận cảnh,hiển thị,máy chiếu hình ảnh tương tác trên sàn nhà,0
Người dùng,kiểm tra,số lần sử dụng ứng dụng học tập hàng ngày,0
Video,ghi hình,một người chơi bóng bầu dục Mỹ tập ném bóng,0
Cô gái,làm,sữa hạt dẻ cười,0
Cận cảnh,hiển thị,máy làm bánh kem có chức năng làm nóng,0
Người đàn ông,gắn,khóa vân tay cho tủ quần áo,0
Video,ghi hình,một người tập thể dục với máy tập bắp chân,0
Cận cảnh,hiển thị,máy làm tóc uốn lượn tự động điều chỉnh nhiệt độ,0
Người mẫu,tạo dáng,với áo blazer kẻ sọc,0
Cận cảnh,hiển thị,máy ảnh chụp thiên văn tự động canh chỉnh,0
Người dùng,kiểm tra,trạng thái hoạt động của tủ lạnh thông minh,0
Video,ghi hình,một người chơi Jenga board game,0
Cô gái,thử,áo blouse cổ xẻ sâu,0
Cận cảnh,hiển thị,máy làm kem cây có nhiều khuôn,0
Người đàn ông,lắp,đặt hệ thống tưới nước nhỏ giọt thông minh,0
Video,ghi hình,một người tập nhảy belly dance chuyên nghiệp,0
Cận cảnh,hiển thị,máy ép dầu ô liu,0
Người mẫu,đeo,găng tay đi bộ đường dài,0
Video,ghi hình,một người học làm đồ da dây đồng hồ,0
Cận cảnh,hiển thị,bình giữ nhiệt có vỏ chống trượt,0
Người dùng,thiết lập,chế độ du lịch trên điện thoại,0
Cô gái,làm,súp kem cà rốt,0
Cận cảnh,hiển thị,máy rửa rau củ bằng nước ion,0
Người đàn ông,thử,đôi giày da đế chống sốc,0
Video,ghi hình,một người học làm đồ trang sức bằng ngọc bích,0
Cận cảnh,hiển thị,đèn bàn thay đổi màu bằng giọng nói,0
Người mẫu,tạo dáng,với áo khoác măng tô cổ điển,0
Video,ghi hình,một người học chăm sóc lốp xe ô tô,0
Cận cảnh,hiển thị,máy tính bảng dùng để đọc truyện tranh điện tử,0
Người dùng,kiểm tra,số lần chạm màn hình điện thoại hàng ngày,0
Video,ghi hình,một người chơi bi-a pool 10 bóng,0
Cô gái,làm,kem sữa chua đông lạnh,0
Cận cảnh,hiển thị,máy làm bánh quy tự động cắt tạo hình,0
Người đàn ông,gắn,cảm biến đo độ ẩm đất trồng cây cảnh,0
Video,ghi hình,một người tập thể dục với dây kháng lực vòng hip circle band,0
Cận cảnh,hiển thị,máy xay tiêu và muối tự động,0
Người mẫu,đeo,găng tay chống cắt,0
Video,ghi hình,một người trang điểm theo phong cách Hàn Quốc,0
Cận cảnh,hiển thị,máy in ảnh di động có tính năng chỉnh sửa ảnh,0
Người dùng,đặt,vé xem phim 3D qua ứng dụng,0
Video,ghi hình,một người lướt ván trên cát,0
Cô gái,làm,bánh mì nướng bơ đậu phộng và chuối,0
Cận cảnh,hiển thị,máy hút bụi cầm tay có đầu hút xoay 360 độ,0
Video,ghi hình,một người học làm đồ thủ công từ giấy báo,0
Người mẫu,tạo dáng,với áo sơ mi kẻ sọc ngang,0
Cận cảnh,hiển thị,máy đếm tiền có chức năng kiểm tra chất lượng tiền,0
Người dùng,kiểm tra,quãng đường bơi lội trong tuần trên ứng dụng,0
Video,ghi hình,một người chơi bóng rổ tập dẫn bóng,0
Cận cảnh,hiển thị,máy làm kem tươi cuộn có chức năng làm lạnh nhanh,0
Người đàn ông,gắn,camera hành trình có cảnh báo va chạm,0
Video,ghi hình,một người tập thể dục với dây nhảy tay cầm xoay,0
Cận cảnh,hiển thị,máy làm tóc duỗi nhiệt độ thấp có hơi nước,0
Người mẫu,tạo dáng,với một chiếc khăn choàng cổ lông vũ sặc sỡ,0
Video,ghi hình,một người học pha cà phê thủ công bằng dụng cụ thủy tinh,0
Cận cảnh,hiển thị,máy ảnh chụp góc rộng có màn hình cảm ứng,0
Người dùng,kiểm tra,lịch sử tương tác trên ứng dụng,0
Video,ghi hình,một người chơi trò ném vòng bằng vật liệu tái chế,0
Cô gái,thử,áo len cổ tim không tay,0
