"description","label"
"Một người nói thuốc này được WHO chứng nhận sai dữ liệu","1"
"Nam sinh đang học bài bằng bút highlight màu xanh","0"
"Cô gái đang ăn kem dâu tây ngoài phố","0"
"Người đàn ông đang cười khi đọc tin tức công nghệ","0"
"Cô gái đang thử áo khoác jean xanh trong cửa hàng","0"
"Nam sinh đang uống trà sữa trong căn tin","0"
"Người đàn ông đang đọc sổ tay ghi chú công việc","0"
"Cô gái đang uống nước lọc trong cốc gốm","0"
"Nam sinh đang nhìn qua cửa sổ lớp học ánh sáng buổi trưa chiếu vào","0"
"Cô gái đang ăn bánh croissant và cà phê sáng","0"
"Người đàn ông đang bật máy tính kiểm tra email","0"
"Một người nói viên thuốc này giúp đổi màu mắt trong 5 phút","1"
"Cô gái đang thử vòng tay ngọc trai trong cửa hàng","0"
"Nam sinh đang đọc ghi chú bằng bút dạ quang vàng","0"
"Cô gái đang uống trà hoa nhài với bạn bè","0"
"Một người nói viên thuốc này giúp chữa bệnh gan trong một ngày","1"
"Người đàn ông đang ăn sáng với cháo trắng và hành phi","0"
"Một người nói nước này giúp học nhanh hơn 200 lần","1"
"Cô gái đang thử váy ren đen trong phòng sáng đèn","0"
"Một người nói viên thuốc này giúp giảm mỡ bụng trong khi ngủ","1"
"Cô gái đang chọn son môi đỏ đất trong quầy trang điểm","0"
"Người đàn ông đang uống cà phê đen trong phòng họp","0"
"Cô gái đang thử áo khoác dạ nâu trong cửa hàng","0"
"Nam sinh đang đọc tài liệu trên điện thoại","0"
"Cô gái đang ăn bánh kem với bạn trong quán cà phê","0"
"Người đàn ông đang nhìn ra ban công buổi sáng","0"
"Cô gái đang uống sinh tố xoài ánh sáng phản chiếu lên ly","0"
"Một người nói nước này giúp tăng tuổi thọ đến 700 năm","1"
"Nam sinh đang học toán bằng laptop trong thư viện","0"
"Cô gái đang chọn khuyên tai vàng ánh sáng trong tủ kính","0"
"Một người nói viên thuốc này giúp chữa bệnh trầm cảm tức thì","1"
"Cô gái đang đứng trước tủ quần áo tay cầm váy hoa nhí màu hồng phấn","0"
"Một người nói loại thuốc này giúp chữa khỏi mọi bệnh chỉ sau một liều duy nhất","1"
"Nam sinh đang uống cà phê và nhìn ra cửa sổ","0"
"Một người nói trò chơi này đảm bảo bạn thắng 100% và nhận tiền thật","1"
"Cô gái đang buộc tóc bằng dây vải trắng trong phòng ngủ","0"
"Một người nói kem này giúp da sáng bật tông ngay sau khi bôi","1"
"Người đàn ông đang xem đồng hồ và chỉnh lại áo vest","0"
"Một người nói nước này giúp giảm 10kg trong 24 giờ mà không cần ăn kiêng","1"
"Cô gái đang thử đôi giày cao gót ánh bạc trong cửa hàng","0"
"Một người nói viên thuốc này được NASA chứng nhận giúp trẻ mãi không già","1"
"Nam sinh đang đọc ghi chú bài giảng bằng bút dạ quang vàng","0"
"Một người nói ứng dụng này cho phép nhân đôi tiền chỉ sau 3 phút","1"
"Cô gái đang uống sinh tố dâu trong quán nhỏ","0"
"Người đàn ông đang ngồi trước laptop và gõ nhanh","0"
"Một người nói nước này giúp thay đổi gen di truyền của con người","1"
"Cô gái đang chọn khuyên tai tròn nhỏ tại quầy nữ trang","0"
"Một người nói kem này được Bộ Y tế cấp phép giả","1"
"Nam sinh đang học nhóm trong thư viện ánh sáng chiếu nhẹ qua cửa kính","0"
"Một người nói viên thuốc này giúp tăng IQ 500 điểm chỉ sau một ngày","1"
"Một người nói ứng dụng này giúp trúng thưởng tiền mặt mỗi lần đăng nhập","1"
"Một người nói nước này giúp chữa được bệnh ung thư gan giai đoạn cuối","1"
"Cô gái đang chọn túi xách da bò màu nâu sáng","0"
"Một người nói thuốc này được NASA phát minh để đảo ngược lão hóa","1"
"Nam sinh đang bật máy tính để xem lại bài học cũ","0"
"Một người nói viên thuốc này giúp học nhanh hơn 200 lần","1"
"Cô gái đang thử áo khoác len trắng dài","0"
"Người đàn ông đang ăn sáng với bánh mì và trứng ốp la","0"
"Cô gái đang cười khi chụp ảnh cùng bạn trong quán cà phê","0"
"Nam sinh đang viết công thức toán vào sổ tay","0"
"Người đàn ông đang ngồi trong xe hơi nhìn điện thoại","0"
"Một người nói viên thuốc này giúp giảm cân mà không cần tập thể dục","1"
"Cô gái đang uống cà phê sữa trong cốc thủy tinh","0"
"Một người nói nước này giúp chữa được bệnh trầm cảm nặng","1"
"Nam sinh đang đọc sách lập trình với tai nghe","0"
"Cô gái đang chọn váy ren đỏ trong cửa hàng thời trang","0"
"Người đàn ông đang bật laptop xem bảng tài chính","0"
"Một người nói nước này giúp học giỏi mà không cần học","1"
"Cô gái đang thử giày sneaker trắng","0"
"Nam sinh đang học tiếng Nhật qua điện thoại","0"
"Cô gái đang uống nước ép xoài tươi","0"
"Người đàn ông đang mỉm cười nhìn qua cửa sổ","0"
"Cô gái đang ăn salad rau củ với ly nước cam","0"
"Một người nói viên thuốc này giúp trẻ hóa tế bào trong 1 giờ","1"
"Nam sinh đang ghi chú bài học bằng bút mực xanh","0"
"Cô gái đang thử áo sơ mi trắng cài kín cổ","0"
"Người đàn ông đang đứng nói chuyện cùng đồng nghiệp","0"
"Một người nói viên thuốc này giúp giảm 20kg trong 1 tuần","1"
"Cô gái đang chọn vòng cổ bạc hình trái tim","0"
"Nam sinh đang gõ bàn phím trong lớp học","0"
"Cô gái đang ăn bánh ngọt với trà nóng","0"
"Người đàn ông đang đọc tài liệu trong phòng sáng đèn","0"
"Một người nói nước này giúp đổi gen di truyền người","1"
"Cô gái đang uống cà phê đen buổi sáng","0"
"Nam sinh đang cười khi xem ghi chú trong điện thoại","0"
"Một người nói viên thuốc này giúp chữa mọi bệnh trong 5 phút","1"
"Cô gái đang thử nước hoa mùi hoa oải hương","0"
"Người đàn ông đang mở cửa ra ban công đón nắng","0"
"Cô gái đang chọn son môi hồng nude tại quầy mỹ phẩm","0"
"Nam sinh đang nhìn bảng trắng trong lớp học","0"
"Cô gái đang cắm hoa tulip hồng trong bình thủy tinh","0"
"Người đàn ông đang ăn trưa với salad rau xanh","0"
"Một người nói viên thuốc này giúp học giỏi không cần ghi nhớ","1"
"Cô gái đang thử váy voan tím trong phòng thay đồ","0"
"Một người nói nước này giúp đổi gen người trong 1 ngày","1"
"Nam sinh đang học trong thư viện buổi tối","0"
"Cô gái đang uống trà hoa hồng trong ly thủy tinh","0"
"Người đàn ông đang bật máy pha cà phê","0"
"Một người nói nước này giúp kéo dài tuổi thọ 600 năm","1"
"Cô gái đang chọn khuyên tai nhỏ hình lá","0"
"Nam sinh đang viết công thức hóa học trong tập","0"
"Một người nói viên thuốc này giúp miễn nhiễm với tất cả bệnh","1"
"Cô gái đang ăn bánh kem và cười","0"
"Người đàn ông đang đọc email trên điện thoại","0"
"Cô gái đang chọn váy hoa trắng xanh trong cửa hàng","0"
"Nam sinh đang cắm tai nghe học trực tuyến","0"
"Người đàn ông đang cười khi nghe bạn kể chuyện","0"
"Cô gái đang uống trà sữa matcha và nhìn ra đường","0"
"Một người nói nước này giúp đổi màu da mãi mãi","1"
"Nam sinh đang học toán qua laptop","0"
"Cô gái đang chọn nước hoa mùi dâu tây ngọt","0"
"Một người nói viên thuốc này giúp giảm cân 15kg trong 1 đêm","1"
"Cô gái đang đứng trong căn phòng sáng nhẹ tay cầm chai sữa rửa mặt màu trắng","0"
"Một người nói loại kem này có thể thay thế hoàn toàn phẫu thuật nâng cơ","1"
"Nam sinh đang cười khi xem bài giảng trực tuyến trên laptop","0"
"Một người nói ứng dụng này đảm bảo kiếm được 10 triệu mỗi ngày mà không cần vốn","1"
"Cô gái đang chọn váy dạ hội màu đỏ tại cửa hàng thời trang","0"
"Một người nói thuốc này giúp chữa ung thư chỉ sau 6 tiếng","1"
"Người đàn ông đang uống trà nóng và xem biểu đồ chứng khoán","0"
"Một người nói viên kẹo này giúp trẻ lại 25 tuổi trong vòng 1 ngày","1"
"Cô gái đang buộc tóc cao trước gương","0"
"Một người nói nước này giúp giảm 20kg trong 2 ngày mà không cần tập thể dục","1"
"Nam sinh đang học tiếng Nhật bằng ứng dụng trên điện thoại","0"
"Một người nói kem này có thể thay đổi cấu trúc da chỉ sau một lần bôi","1"
"Cô gái đang thử đôi giày cao gót ánh kim","0"
"Người đàn ông đang đọc tài liệu công việc trên bàn","0"
"Cô gái đang cười khi cầm cốc cà phê sữa","0"
"Một người nói thuốc này được NASA xác nhận sai mục đích","1"
"Nam sinh đang ghi chép bằng bút dạ quang vàng","0"
"Một người nói ứng dụng này cho phép kiếm tiền tự động không giới hạn","1"
"Cô gái đang uống nước cam tươi trong buổi sáng","0"
"Một người nói kem này giúp trắng da tức thì","1"
"Cô gái đang thử son môi đỏ cam trong gương","0"
"Nam sinh đang học nhóm với bạn bè trong thư viện","0"
"Cô gái đang chọn túi xách da màu be","0"
"Người đàn ông đang đứng cạnh cửa sổ với ly cà phê nóng","0"
"Một người nói nước này giúp kéo dài tuổi thọ đến 500 năm","1"
"Cô gái đang uống trà hoa cúc trong ly thủy tinh","0"
"Nam sinh đang tra cứu công thức lập trình","0"
"Một người nói viên thuốc này giúp miễn nhiễm vĩnh viễn","1"
"Cô gái đang ăn bánh ngọt với bạn tại quán cà phê","0"
"Một người nói nước này giúp chữa bệnh trầm cảm trong 1 ngày","1"
"Người đàn ông đang chỉnh lại cà vạt trước gương","0"
"Cô gái đang chọn khuyên tai bạc nhỏ hình giọt nước","0"
"Nam sinh đang đọc bài giảng toán trên màn hình","0"
"Cô gái đang thử váy ren trắng dài","0"
"Một người nói viên thuốc này giúp giảm 15kg trong 1 ngày","1"
"Cô gái đang trang điểm nhẹ với phấn sáng","0"
"Một người nói nước này giúp đổi màu da chỉ sau 10 phút","1"
"Nam sinh đang gõ bàn phím trong quán cà phê","0"
"Cô gái đang ăn kem dâu ngoài phố","0"
"Người đàn ông đang uống cà phê đen trong phòng sáng đèn","0"
"Một người nói thuốc này được NASA công nhận sai dữ liệu","1"
"Nam sinh đang đọc ghi chú bằng bút dạ quang xanh","0"
"Một người nói viên thuốc này giúp tăng năng lượng 300%","1"
"Cô gái đang uống trà sữa trong quán yên tĩnh","0"
"Người đàn ông đang ăn trưa với salad rau củ","0"
"Cô gái đang thử nước hoa mùi gỗ và vani","0"
"Một người nói viên thuốc này giúp đổi gen di truyền người","1"
"Cô gái đang chọn vòng cổ bạc sáng bóng","0"
"Người đàn ông đang uống trà nóng trong phòng làm việc","0"
"Cô gái đang thử váy voan hồng phấn trong gương","0"
"Cô gái đang uống cà phê sữa buổi sáng","0"
"Người đàn ông đang ăn sáng với bánh mì và trứng chiên","0"
"Cô gái đang chọn son môi đỏ đất","0"
"Nam sinh đang học bài với tập vở mở rộng","0"
"Cô gái đang ăn bánh kem với trà nóng","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong 4 giờ","1"
"Người đàn ông đang đọc tài liệu công việc","0"
"Cô gái đang thử giày cao gót nâu nhạt","0"
"Cô gái đang chọn khuyên tai hình bông hoa","0"
"Người đàn ông đang nhìn điện thoại khi đang uống trà","0"
"Cô gái đang thử áo khoác dạ màu be","0"
"Nam sinh đang ghi chú bằng bút đen trong vở","0"
"Cô gái đang cười khi ngồi cạnh cửa sổ quán cà phê","0"
"Một người nói viên thuốc này giúp chữa bệnh trầm cảm nặng","1"
"Cô gái đang chọn nước hoa mùi cam quýt nhẹ","0"
"Nam sinh đang đọc ghi chú bằng bút highlighter vàng","0"
"Một người nói viên thuốc này giúp giảm cân trong 1 đêm","1"
"Cô gái đang ăn sáng với bánh mì và nước cam","0"
"Người đàn ông đang đứng ngoài ban công ngắm trời","0"
"Cô gái đang chọn áo khoác len dày trong cửa hàng","0"
"Cô gái đang ngồi trong quán cà phê đọc sách ánh nắng buổi sáng chiếu qua rèm cửa","0"
"Một người nói viên thuốc này giúp chữa khỏi mọi loại bệnh chỉ sau 2 tiếng","1"
"Nam sinh đang học bài với laptop và tai nghe nhạc nhẹ","0"
"Một người nói nước này giúp giảm 20kg mà không cần vận động","1"
"Cô gái đang chọn son môi hồng phấn trong cửa hàng mỹ phẩm","0"
"Một người nói kem này giúp xóa hoàn toàn nếp nhăn chỉ trong 5 phút","1"
"Người đàn ông đang uống trà nóng và xem đồng hồ đeo tay","0"
"Một người nói thuốc này được NASA công bố có khả năng trẻ hóa tế bào","1"
