s,v,o,label
Nhóm bạn trẻ,ăn,rượu whisky có thương hiệu khi điều khiển thuyền,1
Người phụ nữ,đưa,rượu mạnh trong khi leo núi,1
Cô gái,uống,bia không logo trước rạp chiếu phim,0
Một người đàn ông,cụng,bourbon thương hiệu lớn khi điều khiển thuyền,1
Một cậu thanh niên,say,rượu mạnh khi điều khiển thuyền,1
Nhóm sinh viên,nâng,cà phê trong buổi tiệc gia đình,0
Anh chàng,nhìn,bia nhẹ trước rạp chiếu phim,0
Một cậu thanh niên,cụng,vodka có logo trong quán bar với poster thương hiệu,1
Nhóm bạn trẻ,quảng cáo,bia lon trong buổi picnic,0
Một cậu thanh niên,giơ,rượu gin có thương hiệu khi điều khiển thuyền,1
Bạn nữ,mở,nước ép cam trong buổi tiệc gia đình,0
Nhóm bạn trẻ,nâng,vodka có logo trong lúc lái ô tô,1
Người đàn ông,say,rượu whisky có thương hiệu khi điều khiển thuyền,1
Một người đàn ông,cụng,bia không logo trong buổi tiệc gia đình,0
Ba người bạn,đưa,nước ngọt trong công viên,0
Một cậu thanh niên,say,bia không logo khi đi dã ngoại,0
Chàng trai,nhìn,nước lọc trước rạp chiếu phim,0
Anh nhân viên,đưa,vodka trong video quảng bá khi điều khiển thuyền,1
Thanh niên,nhìn,vodka có logo khi điều khiển thuyền,1
Người đàn ông,nhìn,nước ép cam trong phòng khách,0
Anh nhân viên,mở,vodka có logo trong clip quảng cáo,1
Video,ghi hình,một người học làm đồ trang sức bằng ngọc,0
Nhóm sinh viên,quảng cáo,trà sữa trong buổi picnic,0
Chàng trai,cầm,whisky trước biển hiệu quảng cáo trong khi leo núi,1
Một người đàn ông,nhìn,nước ngọt khi đi dã ngoại,0
Cô gái,quảng cáo,nước ép cam trong phòng khách,0
Video,ghi lại,một người lắp ráp nội thất văn phòng,0
Chàng trai,nhấp,nước chanh bên bãi biển,0
Người đàn ông,uống,nước ép dưa hấu khi đi dã ngoại,0
Người đàn ông,rót,bourbon thương hiệu lớn trên livestream quảng bá,1
Cô nhân viên,rót,nước ép cam trong công viên,0
Người mẫu,nằm,trên giường với áo mỏng,1
Người phụ nữ,rót,cà phê trong công viên,0
Cô gái,quảng cáo,nước táo khi xem bóng đá,0
Nhóm bạn,nhấp,cà phê ở quán cà phê,0
Cặp đôi,quảng cáo,nước khoáng trước rạp chiếu phim,0
Nhóm sinh viên,uống,mojito không cồn ở quán cà phê,0
Một người đàn ông,đưa,nước ngọt trong phòng khách,0
Một người đàn ông,say,mojito không cồn bên bãi biển,0
Cô gái,nhìn,bia lon khi đi dã ngoại,0
Nhóm bạn,giơ,bia không logo trong buổi picnic,0
Bạn nữ,giơ,nước chanh trong công viên,0
Thanh niên,giơ,rượu vang đỏ trước poster thương hiệu trong clip quảng cáo,1
Người đàn ông,đang mở,laptop làm việc,0
Người đàn ông,giơ,bia nhẹ trước rạp chiếu phim,0
Một người đàn ông,mở,mojito không cồn trong buổi picnic,0
Thanh niên,nâng,bia lon khi xem bóng đá,0
Người phụ nữ,say,bourbon thương hiệu lớn trên livestream quảng bá,1
Một cậu thanh niên,rót,bia lon khi xem bóng đá,0
Người phụ nữ,say,nước ép dưa hấu trong buổi picnic,0
Nhóm sinh viên,giơ,bia nhẹ trong buổi picnic,0
Thanh niên,cụng,cà phê ở quán cà phê,0
Cặp đôi,ăn,trà sữa trong công viên,0
Cặp đôi,rót,rượu vang đỏ trước poster thương hiệu trước biển hiệu quảng cáo,1
Một cậu thanh niên,mở,rượu mạnh khi điều khiển thuyền,1
Đôi bạn trẻ,ăn,sinh tố dâu trước rạp chiếu phim,0
Chàng trai,cụng,nước ép dưa hấu trong buổi picnic,0
Nhóm bạn trẻ,nhấp,bia không logo khi xem bóng đá,0
Cặp đôi,rót,trà sữa khi xem bóng đá,0
Người đàn ông,uống,trà thảo mộc trong phòng khách,0
Người phụ nữ,quảng cáo,nước khoáng trong phòng khách,0
Ba người bạn,nhấp,sinh tố dâu trước rạp chiếu phim,0
Thanh niên,uống,bia nhẹ khi xem bóng đá,0
Bạn nữ,say,trà sữa trong phòng khách,0
Ba người bạn,nâng,mojito không cồn trong phòng khách,0
Người phụ nữ,uống,rum thương hiệu ABC trong clip quảng cáo,1
Một cậu thanh niên,say,nước khoáng trong buổi picnic,0
Cặp đôi,quảng cáo,nước lọc trong buổi tiệc gia đình,0
Anh nhân viên,mở,cà phê trước rạp chiếu phim,0
Một người đàn ông,cụng,nước chanh trong phòng khách,0
Đôi bạn trẻ,ăn,rượu vang đỏ trước poster thương hiệu trong lúc lái ô tô,1
Ánh sáng chiều,chiếu,lên bức tường,0
Nhóm bạn,nhấp,bourbon thương hiệu lớn trong clip quảng cáo,1
Nhóm sinh viên,nhấp,cà phê ở quán cà phê,0
Anh nhân viên,quảng cáo,bourbon thương hiệu lớn trước biển hiệu quảng cáo,1
Đôi bạn trẻ,mở,nước ngọt khi xem bóng đá,0
Ánh sáng ấm áp,lan,tỏa trong gian bếp,0
Người đàn ông,nâng,mojito không cồn khi xem bóng đá,0
Cô gái,trò chuyện,qua video call,0
Anh chàng,nhìn,whisky trước biển hiệu quảng cáo trong clip quảng cáo,1
Một người đàn ông,nâng,trà sữa trong buổi tiệc gia đình,0
Người phụ nữ,giơ,nước chanh khi xem bóng đá,0
Nhóm sinh viên,cầm,nước lọc ở quán cà phê,0
Bạn nữ,quảng cáo,rum thương hiệu ABC trong lúc lái ô tô,1
Một người đàn ông,giơ,mojito không cồn ở quán cà phê,0
Nhóm bạn trẻ,say,cà phê trong công viên,0
Một người,nói,nghe nhạc đặc biệt sẽ tăng IQ trong 10 phút,1
Một cậu thanh niên,nhìn,cà phê khi xem bóng đá,0
Đôi bạn trẻ,đưa,nước ép cam trước rạp chiếu phim,0
Người đàn ông,mở,mojito không cồn trước rạp chiếu phim,0
Cặp đôi,ăn,tequila có logo trong quán bar với poster thương hiệu,1
Một người,đứng,giữa đường vắng lúc đêm khuya,1
Nhóm bạn,ăn,bia không logo khi xem bóng đá,0
Một người đàn ông,mở,sinh tố dâu ở quán cà phê,0
Anh chàng,quảng cáo,rượu mạnh trong quán bar với poster thương hiệu,1
Người,bị đạp,ngã xuống sàn,1
Một người,nói,viên uống này chữa được ung thư xương,1
Hình ảnh,cho thấy,trước và sau được photoshop quá đà,1
Thanh niên,say,bia nhẹ trước rạp chiếu phim,0
Nhóm sinh viên,nâng,bia lon bên bãi biển,0
Một người đàn ông,quảng cáo,nước khoáng bên bãi biển,0
Bạn nữ,giơ,rượu mạnh trong quán bar với poster thương hiệu,1
Một người đàn ông,cầm,vodka có logo trên livestream quảng bá,1
Một nhóm thanh niên,nhìn,nước ép cam khi xem bóng đá,0
Một cậu thanh niên,quảng cáo,nước chanh trước rạp chiếu phim,0
Cặp đôi,cầm,bia không logo trong phòng khách,0
Người,giơ,phiếu ghi “kiếm tiền siêu tốc”,1
Một nhóm thanh niên,cụng,nước táo ở quán cà phê,0
Đôi bạn trẻ,cầm,nước khoáng ở quán cà phê,0
Anh nhân viên,cụng,nước ép cam ở quán cà phê,0
Anh chàng,mở,rum thương hiệu ABC trong lúc lái ô tô,1
Anh chàng,nhìn,nước lọc trong buổi picnic,0
Người,chỉ tay,vào màn hình “lợi nhuận khủng”,1
Anh chàng,giơ,bourbon thương hiệu lớn trên livestream quảng bá,1
Người mẹ,đang giặt,áo quần,0
Nhóm sinh viên,ăn,nước chanh bên bãi biển,0
Một người,nói,thuốc bôi này có thể làm tan mỡ ngay lập tức,1
Người đàn ông,mở,cửa xe hơi màu trắng,0
Anh nhân viên,cụng,sinh tố dâu khi xem bóng đá,0
Một người đàn ông,uống,trà sữa trong phòng khách,0
Một cậu thanh niên,đưa,bia không logo trong buổi tiệc gia đình,0
Anh chàng,ăn,trà sữa trong buổi tiệc gia đình,0
Đôi bạn trẻ,quảng cáo,rượu vang đỏ trước poster thương hiệu trong clip quảng cáo,1
Cô gái,nhấp,cà phê trong buổi picnic,0
Một cậu thanh niên,quảng cáo,sinh tố dâu trong phòng khách,0
Người mẫu nữ,vuốt,tóc và cười gợi cảm,1
Người đàn ông,nâng,vodka trong video quảng bá trong lúc lái ô tô,1
Cặp đôi,nâng,bia không logo bên bãi biển,0
Chàng trai,uống,vodka có logo trong quán bar với poster thương hiệu,1
Nhóm sinh viên,đưa,rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Anh chàng,nhấp,nước ngọt khi đi dã ngoại,0
Một nhóm thanh niên,giơ,nước lọc bên bãi biển,0
Một người,nói,viên nang này giúp giảm 20kg trong 1 tuần,1
Nhóm sinh viên,rót,bia lon ở quán cà phê,0
Một cậu thanh niên,nhìn,bia nhẹ ở quán cà phê,0
Một nhóm thanh niên,say,tequila có logo trong khi leo núi,1
Đôi bạn trẻ,nhìn,bia nhẹ trong công viên,0
Cô gái,cụng,rượu mạnh trong lúc lái ô tô,1
Nhóm bạn,giơ,cà phê trong buổi tiệc gia đình,0
Người đàn ông,uống,nước ngọt trong công viên,0
Người phụ nữ,rót,sinh tố dâu trong buổi picnic,0
Cặp đôi,mở,sinh tố dâu trước rạp chiếu phim,0
Một nhóm thanh niên,cầm,rượu vang đỏ trước poster thương hiệu trong khi leo núi,1
Anh chàng,quảng cáo,rượu vang đỏ trước poster thương hiệu trong lúc lái ô tô,1
Một nhóm thanh niên,nhìn,cà phê ở quán cà phê,0
Một người đàn ông,nhấp,whisky trước biển hiệu quảng cáo trên livestream quảng bá,1
Anh chàng,nâng,bia lon bên bãi biển,0
Một người đàn ông,cầm,mojito không cồn khi đi dã ngoại,0
Nhóm bạn trẻ,cụng,nước táo bên bãi biển,0
Cô gái,ăn,whisky trước biển hiệu quảng cáo trong khi leo núi,1
Cô gái,nhìn,trà sữa ở quán cà phê,0
Nhóm bạn,mở,rượu mạnh trong khi leo núi,1
Thanh niên,cầm,vodka trong video quảng bá trong khi leo núi,1
Nhóm sinh viên,đưa,vodka trong video quảng bá khi điều khiển thuyền,1
Thanh niên,cụng,bia không logo trong phòng khách,0
Một người đàn ông,quảng cáo,rượu whisky có thương hiệu trong lúc lái ô tô,1
Cô nhân viên,đưa,rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Anh chàng,giơ,bia không logo khi đi dã ngoại,0
Thanh niên,ăn,bia không logo trong công viên,0
Anh nhân viên,nâng,rượu vang đỏ trước poster thương hiệu trong lúc lái ô tô,1
Một nhóm thanh niên,quảng cáo,nước khoáng ở quán cà phê,0
Bạn nữ,nhìn,nước chanh khi đi dã ngoại,0
Nhóm bạn,đưa,whisky trước biển hiệu quảng cáo trong quán bar với poster thương hiệu,1
Chàng trai,cụng,nước táo trong phòng khách,0
Một người đàn ông,nhấp,nước ngọt ở quán cà phê,0
Nhóm sinh viên,rót,rượu whisky có thương hiệu khi điều khiển thuyền,1
Cánh cửa,đóng,sập mạnh với âm thanh lớn,1
Người phụ nữ,ăn,rượu gin có thương hiệu trong clip quảng cáo,1
Bạn nữ,đưa,bourbon thương hiệu lớn trong khi leo núi,1
Ánh sáng,chiếu,qua tấm rèm sáng,0
Cô nhân viên,nâng,nước lọc khi xem bóng đá,0
Cặp đôi,nhìn,bourbon thương hiệu lớn trong clip quảng cáo,1
Cô nhân viên,cầm,bia nhẹ bên bãi biển,0
Thanh niên,đưa,nước ép cam trong buổi tiệc gia đình,0
Nhóm bạn,đưa,rượu whisky có thương hiệu trên livestream quảng bá,1
Một cậu thanh niên,cụng,bia lon trong buổi picnic,0
Nhóm sinh viên,say,whisky trước biển hiệu quảng cáo khi điều khiển thuyền,1
Người đàn ông,xem,điện thoại và cười,0
Bạn nữ,mở,nước lọc trong buổi picnic,0
Video,ghi hình,người mẫu mặc đồ lót tập trung vùng kín,1
Một cậu thanh niên,cầm,whisky trước biển hiệu quảng cáo trước biển hiệu quảng cáo,1
Một nhóm thanh niên,nâng,trà sữa bên bãi biển,0
Nam sinh,chơi,đàn guitar bên cửa sổ,0
Cô nhân viên,nhấp,nước khoáng ở quán cà phê,0
Một người đàn ông,cầm,rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Người phụ nữ,đang chụp,ảnh vé xe,0
Bạn nữ,quảng cáo,nước chanh khi đi dã ngoại,0
Đôi bạn trẻ,rót,mojito không cồn ở quán cà phê,0
Thanh niên,cầm,bia không logo trước rạp chiếu phim,0
Cặp đôi,cầm,rượu mạnh khi điều khiển thuyền,1
Cận cảnh,hiển thị,một người tiêm thuốc vào bụng,1
Cặp đôi,nâng,bourbon thương hiệu lớn trong quán bar với poster thương hiệu,1
Anh nhân viên,nâng,bia nhẹ trong buổi picnic,0
Thanh niên,cụng,rượu vang đỏ trước poster thương hiệu trong khi leo núi,1
Anh nhân viên,mở,sinh tố dâu trong buổi picnic,0
Chàng trai,nhấp,nước lọc trong buổi tiệc gia đình,0
Một cậu thanh niên,nhìn,rượu gin có thương hiệu khi điều khiển thuyền,1
Cô nhân viên,cầm,nước lọc trong phòng khách,0
Một cậu thanh niên,giơ,trà sữa trong công viên,0
Người trẻ,nhìn,vào gương với vẻ lo lắng,1
Cô gái,tô,son màu hồng nhẹ trước buổi hẹn,0
Bạn nữ,quảng cáo,vodka trong video quảng bá khi điều khiển thuyền,1
Cô nhân viên,nâng,rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Cô gái,đang trả lời,hộp hỏi,0
Một người đàn ông,ăn,nước khoáng trước rạp chiếu phim,0
Cô gái,rót,vodka có logo trong quán bar với poster thương hiệu,1
Một người đàn ông,giơ,nước ép dưa hấu khi đi dã ngoại,0
Một người,nói,viên thuốc này giúp chữa khỏi bệnh tim mạch trong 24 giờ mà không cần bác sĩ,1
Nhóm bạn,đưa,cà phê trước rạp chiếu phim,0
Anh chàng,quảng cáo,nước ép dưa hấu bên bãi biển,0
Người mẫu mặc bikini,tạo dáng,bên bể bơi,1
Thanh niên,rót,sinh tố dâu trước rạp chiếu phim,0
Nhóm bạn,rót,nước khoáng trước rạp chiếu phim,0
Thanh niên,uống,rum thương hiệu ABC trên livestream quảng bá,1
Nhóm sinh viên,quảng cáo,nước lọc trong phòng khách,0
Ba người bạn,ăn,rượu gin có thương hiệu trên livestream quảng bá,1
Đôi bạn trẻ,cầm,nước lọc trong buổi tiệc gia đình,0
Cô gái,đang học,qua máy tính bảng,0
Người đàn ông,rót,cà phê khi đi dã ngoại,0
Anh chàng,uống,trà sữa trong công viên,0
Chàng trai,nhìn,sinh tố dâu ở quán cà phê,0
Cô gái,say,vodka trong video quảng bá trong lúc lái ô tô,1
Người đàn ông,mở,nước ép dưa hấu trong phòng khách,0
Nhóm bạn,rót,nước chanh ở quán cà phê,0
Nhóm sinh viên,cụng,rượu vang đỏ trước poster thương hiệu trong clip quảng cáo,1
Người,bị chém,trong game,1
Người phụ nữ,đưa,nước ngọt trước rạp chiếu phim,0
Người dùng,kiểm tra,tốc độ chạy trên app,0
Người phụ nữ,giơ,bourbon thương hiệu lớn trong quán bar với poster thương hiệu,1
Thanh niên,nâng,nước ngọt trong công viên,0
Anh chàng,cầm,nước chanh khi đi dã ngoại,0
Nhóm bạn,nhìn,sinh tố dâu trước rạp chiếu phim,0
Người,cười,bên màn hình “rút thưởng mỗi ngày”,1
Người đàn ông,dạy,con học bài buổi tối,0
Anh nhân viên,quảng cáo,vodka có logo trên livestream quảng bá,1
Nhóm sinh viên,say,vodka trong video quảng bá khi điều khiển thuyền,1
Cặp đôi,ôm,nhau trên giường khách sạn,1
Nhóm bạn trẻ,nhìn,nước ép cam trước rạp chiếu phim,0
Đôi bạn trẻ,cầm,rượu mạnh trên livestream quảng bá,1
Nam sinh,học,nhóm qua máy tính bảng,0
